_Cell,Family,Bucket,Reason,Class,DspAddrHex,InertSymbol,Notes
Fx006Decay001,FxDecay,dsp-missing,"addressed (chip 2, 0x06E2) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_decay_C2_FX_ENG_06",,0x06E2,_fx_decay_C2_FX_ENG_06,FX reverb decay time
Fx001DuckThr001,FxDuckThr,dsp-missing,"FX ducker threshold — the dry level in dB above which the return is pulled down, -60..0 (PW ruling R1, 2026-09-10; was Q7). The FX engine has DuckOn and DuckSens and no threshold word, and the ducking sidechain itself is unbuilt (S24)",no-graph-node,,,FX ducker threshold (legacy alias of DuckSens)
Fx002DuckThr001,FxDuckThr,dsp-missing,"FX ducker threshold — the dry level in dB above which the return is pulled down, -60..0 (PW ruling R1, 2026-09-10; was Q7). The FX engine has DuckOn and DuckSens and no threshold word, and the ducking sidechain itself is unbuilt (S24)",no-graph-node,,,FX ducker threshold (legacy alias of DuckSens)
Fx003DuckThr001,FxDuckThr,dsp-missing,"FX ducker threshold — the dry level in dB above which the return is pulled down, -60..0 (PW ruling R1, 2026-09-10; was Q7). The FX engine has DuckOn and DuckSens and no threshold word, and the ducking sidechain itself is unbuilt (S24)",no-graph-node,,,FX ducker threshold (legacy alias of DuckSens)
Fx004DuckThr001,FxDuckThr,dsp-missing,"FX ducker threshold — the dry level in dB above which the return is pulled down, -60..0 (PW ruling R1, 2026-09-10; was Q7). The FX engine has DuckOn and DuckSens and no threshold word, and the ducking sidechain itself is unbuilt (S24)",no-graph-node,,,FX ducker threshold (legacy alias of DuckSens)
Fx005DuckThr001,FxDuckThr,dsp-missing,"FX ducker threshold — the dry level in dB above which the return is pulled down, -60..0 (PW ruling R1, 2026-09-10; was Q7). The FX engine has DuckOn and DuckSens and no threshold word, and the ducking sidechain itself is unbuilt (S24)",no-graph-node,,,FX ducker threshold (legacy alias of DuckSens)
Fx006DuckThr001,FxDuckThr,dsp-missing,"FX ducker threshold — the dry level in dB above which the return is pulled down, -60..0 (PW ruling R1, 2026-09-10; was Q7). The FX engine has DuckOn and DuckSens and no threshold word, and the ducking sidechain itself is unbuilt (S24)",no-graph-node,,,FX ducker threshold (legacy alias of DuckSens)
Fx001EqHpf001,FxEqHpf,dsp-missing,"addressed (chip 2, 0x065F) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_hpf_coeffs_C2_FX_ENG_01",,0x065F,_fx_hpf_coeffs_C2_FX_ENG_01,FX low cut / HPF frequency
Fx002EqHpf001,FxEqHpf,dsp-missing,"addressed (chip 2, 0x067B) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_hpf_coeffs_C2_FX_ENG_02",,0x067B,_fx_hpf_coeffs_C2_FX_ENG_02,FX low cut / HPF frequency
Fx003EqHpf001,FxEqHpf,dsp-missing,"addressed (chip 2, 0x0697) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_hpf_coeffs_C2_FX_ENG_03",,0x0697,_fx_hpf_coeffs_C2_FX_ENG_03,FX low cut / HPF frequency
Fx004EqHpf001,FxEqHpf,dsp-missing,"addressed (chip 2, 0x06B3) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_hpf_coeffs_C2_FX_ENG_04",,0x06B3,_fx_hpf_coeffs_C2_FX_ENG_04,FX low cut / HPF frequency
Fx005EqHpf001,FxEqHpf,dsp-missing,"addressed (chip 2, 0x06CF) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_hpf_coeffs_C2_FX_ENG_05",,0x06CF,_fx_hpf_coeffs_C2_FX_ENG_05,FX low cut / HPF frequency
Fx006EqHpf001,FxEqHpf,dsp-missing,"addressed (chip 2, 0x06EB) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_hpf_coeffs_C2_FX_ENG_06",,0x06EB,_fx_hpf_coeffs_C2_FX_ENG_06,FX low cut / HPF frequency
Fx001EqLo001,FxEqLo,dsp-missing,"addressed (chip 2, 0x065C) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_lo_C2_FX_ENG_01",,0x065C,_fx_eq_lo_C2_FX_ENG_01,FX low EQ
Fx002EqLo001,FxEqLo,dsp-missing,"addressed (chip 2, 0x0678) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_lo_C2_FX_ENG_02",,0x0678,_fx_eq_lo_C2_FX_ENG_02,FX low EQ
Fx003EqLo001,FxEqLo,dsp-missing,"addressed (chip 2, 0x0694) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_lo_C2_FX_ENG_03",,0x0694,_fx_eq_lo_C2_FX_ENG_03,FX low EQ
Fx004EqLo001,FxEqLo,dsp-missing,"addressed (chip 2, 0x06B0) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_lo_C2_FX_ENG_04",,0x06B0,_fx_eq_lo_C2_FX_ENG_04,FX low EQ
Fx005EqLo001,FxEqLo,dsp-missing,"addressed (chip 2, 0x06CC) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_lo_C2_FX_ENG_05",,0x06CC,_fx_eq_lo_C2_FX_ENG_05,FX low EQ
Fx006EqLo001,FxEqLo,dsp-missing,"addressed (chip 2, 0x06E8) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_lo_C2_FX_ENG_06",,0x06E8,_fx_eq_lo_C2_FX_ENG_06,FX low EQ
Fx001EqMid001,FxEqMid,dsp-missing,"addressed (chip 2, 0x065D) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_mid_C2_FX_ENG_01",,0x065D,_fx_eq_mid_C2_FX_ENG_01,FX mid EQ
Fx002EqMid001,FxEqMid,dsp-missing,"addressed (chip 2, 0x0679) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_mid_C2_FX_ENG_02",,0x0679,_fx_eq_mid_C2_FX_ENG_02,FX mid EQ
Fx003EqMid001,FxEqMid,dsp-missing,"addressed (chip 2, 0x0695) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_mid_C2_FX_ENG_03",,0x0695,_fx_eq_mid_C2_FX_ENG_03,FX mid EQ
Fx004EqMid001,FxEqMid,dsp-missing,"addressed (chip 2, 0x06B1) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_mid_C2_FX_ENG_04",,0x06B1,_fx_eq_mid_C2_FX_ENG_04,FX mid EQ
Fx005EqMid001,FxEqMid,dsp-missing,"addressed (chip 2, 0x06CD) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_mid_C2_FX_ENG_05",,0x06CD,_fx_eq_mid_C2_FX_ENG_05,FX mid EQ
Fx006EqMid001,FxEqMid,dsp-missing,"addressed (chip 2, 0x06E9) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_mid_C2_FX_ENG_06",,0x06E9,_fx_eq_mid_C2_FX_ENG_06,FX mid EQ
Fx001EqPresence001,FxEqPresence,dsp-missing,"addressed (chip 2, 0x065E) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_hi_C2_FX_ENG_01",,0x065E,_fx_eq_hi_C2_FX_ENG_01,FX high-shelf presence EQ (~5kHz +/-6dB)
Fx002EqPresence001,FxEqPresence,dsp-missing,"addressed (chip 2, 0x067A) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_hi_C2_FX_ENG_02",,0x067A,_fx_eq_hi_C2_FX_ENG_02,FX high-shelf presence EQ (~5kHz +/-6dB)
Fx003EqPresence001,FxEqPresence,dsp-missing,"addressed (chip 2, 0x0696) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_hi_C2_FX_ENG_03",,0x0696,_fx_eq_hi_C2_FX_ENG_03,FX high-shelf presence EQ (~5kHz +/-6dB)
Fx004EqPresence001,FxEqPresence,dsp-missing,"addressed (chip 2, 0x06B2) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_hi_C2_FX_ENG_04",,0x06B2,_fx_eq_hi_C2_FX_ENG_04,FX high-shelf presence EQ (~5kHz +/-6dB)
Fx005EqPresence001,FxEqPresence,dsp-missing,"addressed (chip 2, 0x06CE) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_hi_C2_FX_ENG_05",,0x06CE,_fx_eq_hi_C2_FX_ENG_05,FX high-shelf presence EQ (~5kHz +/-6dB)
Fx006EqPresence001,FxEqPresence,dsp-missing,"addressed (chip 2, 0x06EA) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_eq_hi_C2_FX_ENG_06",,0x06EA,_fx_eq_hi_C2_FX_ENG_06,FX high-shelf presence EQ (~5kHz +/-6dB)
Fx001LfoShape001,FxLfoShape,dsp-missing,"addressed (chip 2, 0x0666) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_lfo_shape_C2_FX_ENG_01",,0x0666,_fx_lfo_shape_C2_FX_ENG_01,FX LFO shape (sine/triangle)
Fx002LfoShape001,FxLfoShape,dsp-missing,"addressed (chip 2, 0x0682) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_lfo_shape_C2_FX_ENG_02",,0x0682,_fx_lfo_shape_C2_FX_ENG_02,FX LFO shape (sine/triangle)
Fx003LfoShape001,FxLfoShape,dsp-missing,"addressed (chip 2, 0x069E) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_lfo_shape_C2_FX_ENG_03",,0x069E,_fx_lfo_shape_C2_FX_ENG_03,FX LFO shape (sine/triangle)
Fx004LfoShape001,FxLfoShape,dsp-missing,"addressed (chip 2, 0x06BA) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_lfo_shape_C2_FX_ENG_04",,0x06BA,_fx_lfo_shape_C2_FX_ENG_04,FX LFO shape (sine/triangle)
Fx005LfoShape001,FxLfoShape,dsp-missing,"addressed (chip 2, 0x06D6) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_lfo_shape_C2_FX_ENG_05",,0x06D6,_fx_lfo_shape_C2_FX_ENG_05,FX LFO shape (sine/triangle)
Fx006LfoShape001,FxLfoShape,dsp-missing,"addressed (chip 2, 0x06F2) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_lfo_shape_C2_FX_ENG_06",,0x06F2,_fx_lfo_shape_C2_FX_ENG_06,FX LFO shape (sine/triangle)
Fx001ModLevel001,FxModLevel,dsp-missing,"addressed (chip 2, 0x0665) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_mod_level_C2_FX_ENG_01",,0x0665,_fx_mod_level_C2_FX_ENG_01,FX LFO modulation depth
Fx002ModLevel001,FxModLevel,dsp-missing,"addressed (chip 2, 0x0681) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_mod_level_C2_FX_ENG_02",,0x0681,_fx_mod_level_C2_FX_ENG_02,FX LFO modulation depth
Fx003ModLevel001,FxModLevel,dsp-missing,"addressed (chip 2, 0x069D) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_mod_level_C2_FX_ENG_03",,0x069D,_fx_mod_level_C2_FX_ENG_03,FX LFO modulation depth
Fx004ModLevel001,FxModLevel,dsp-missing,"addressed (chip 2, 0x06B9) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_mod_level_C2_FX_ENG_04",,0x06B9,_fx_mod_level_C2_FX_ENG_04,FX LFO modulation depth
Fx005ModLevel001,FxModLevel,dsp-missing,"addressed (chip 2, 0x06D5) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_mod_level_C2_FX_ENG_05",,0x06D5,_fx_mod_level_C2_FX_ENG_05,FX LFO modulation depth
Fx006ModLevel001,FxModLevel,dsp-missing,"addressed (chip 2, 0x06F1) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_mod_level_C2_FX_ENG_06",,0x06F1,_fx_mod_level_C2_FX_ENG_06,FX LFO modulation depth
Fx001ModRate001,FxModRate,dsp-missing,"addressed (chip 2, 0x0664) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_mod_rate_C2_FX_ENG_01",,0x0664,_fx_mod_rate_C2_FX_ENG_01,FX LFO modulation rate
Fx002ModRate001,FxModRate,dsp-missing,"addressed (chip 2, 0x0680) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_mod_rate_C2_FX_ENG_02",,0x0680,_fx_mod_rate_C2_FX_ENG_02,FX LFO modulation rate
Fx003ModRate001,FxModRate,dsp-missing,"addressed (chip 2, 0x069C) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_mod_rate_C2_FX_ENG_03",,0x069C,_fx_mod_rate_C2_FX_ENG_03,FX LFO modulation rate
Fx004ModRate001,FxModRate,dsp-missing,"addressed (chip 2, 0x06B8) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_mod_rate_C2_FX_ENG_04",,0x06B8,_fx_mod_rate_C2_FX_ENG_04,FX LFO modulation rate
Fx005ModRate001,FxModRate,dsp-missing,"addressed (chip 2, 0x06D4) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_mod_rate_C2_FX_ENG_05",,0x06D4,_fx_mod_rate_C2_FX_ENG_05,FX LFO modulation rate
Fx006ModRate001,FxModRate,dsp-missing,"addressed (chip 2, 0x06F0) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_mod_rate_C2_FX_ENG_06",,0x06F0,_fx_mod_rate_C2_FX_ENG_06,FX LFO modulation rate
Fx001PingPongStart001,FxPingPongStart,dsp-missing,ping-pong start side; the FX engine has no such word,no-graph-node,,,FX ping-pong start side (L/R)
Fx002PingPongStart001,FxPingPongStart,dsp-missing,ping-pong start side; the FX engine has no such word,no-graph-node,,,FX ping-pong start side (L/R)
Fx003PingPongStart001,FxPingPongStart,dsp-missing,ping-pong start side; the FX engine has no such word,no-graph-node,,,FX ping-pong start side (L/R)
Fx004PingPongStart001,FxPingPongStart,dsp-missing,ping-pong start side; the FX engine has no such word,no-graph-node,,,FX ping-pong start side (L/R)
Fx005PingPongStart001,FxPingPongStart,dsp-missing,ping-pong start side; the FX engine has no such word,no-graph-node,,,FX ping-pong start side (L/R)
Fx006PingPongStart001,FxPingPongStart,dsp-missing,ping-pong start side; the FX engine has no such word,no-graph-node,,,FX ping-pong start side (L/R)
Fx001PreDelay001,FxPreDelay,dsp-missing,"addressed (chip 2, 0x0657) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_predelay_C2_FX_ENG_01",,0x0657,_fx_predelay_C2_FX_ENG_01,FX pre-delay time
Fx002PreDelay001,FxPreDelay,dsp-missing,"addressed (chip 2, 0x0673) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_predelay_C2_FX_ENG_02",,0x0673,_fx_predelay_C2_FX_ENG_02,FX pre-delay time
Fx003PreDelay001,FxPreDelay,dsp-missing,"addressed (chip 2, 0x068F) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_predelay_C2_FX_ENG_03",,0x068F,_fx_predelay_C2_FX_ENG_03,FX pre-delay time
Fx004PreDelay001,FxPreDelay,dsp-missing,"addressed (chip 2, 0x06AB) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_predelay_C2_FX_ENG_04",,0x06AB,_fx_predelay_C2_FX_ENG_04,FX pre-delay time
Fx005PreDelay001,FxPreDelay,dsp-missing,"addressed (chip 2, 0x06C7) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_predelay_C2_FX_ENG_05",,0x06C7,_fx_predelay_C2_FX_ENG_05,FX pre-delay time
Fx006PreDelay001,FxPreDelay,dsp-missing,"addressed (chip 2, 0x06E3) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_predelay_C2_FX_ENG_06",,0x06E3,_fx_predelay_C2_FX_ENG_06,FX pre-delay time
Fx001StereoWidth001,FxStereoWidth,dsp-missing,"addressed (chip 2, 0x0667) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_width_C2_FX_ENG_01",,0x0667,_fx_width_C2_FX_ENG_01,FX stereo width control
Fx002StereoWidth001,FxStereoWidth,dsp-missing,"addressed (chip 2, 0x0683) and NOT SERVED: symbol inert — a host write lands in DM and no instruction of the running kernel looks at _fx_width_C2_FX_ENG_02",,0x0683,_fx_width_C2_FX_ENG_02,FX stereo width control
